Mod:Item:MetaData, Localized Name
mysticalagriculture:charm:17, Charm: Tilling AOE
mysticalagriculture:charm:18, Charm: Shearing AOE
mysticalagriculture:charm:19, Charm: Reaping AOE
mysticalagriculture:charm:20, Charm: Scything AOE
mysticalagriculture:inferium_arrow, §eInferium Arrow
mysticalagriculture:prudentium_arrow, §aPrudentium Arrow
mysticalagriculture:intermedium_arrow, §6Intermedium Arrow
mysticalagriculture:superium_arrow, §bSuperium Arrow
mysticalagriculture:supremium_arrow, §cSupremium Arrow
mysticalagriculture:inferium_sword, §eInferium Sword
mysticalagriculture:inferium_pickaxe, §eInferium Pickaxe
mysticalagriculture:inferium_shovel, §eInferium Shovel
mysticalagriculture:inferium_axe, §eInferium Axe
mysticalagriculture:inferium_hoe, §eInferium Hoe
mysticalagriculture:inferium_shears, §eInferium Shears
mysticalagriculture:inferium_bow, §eInferium Bow
mysticalagriculture:inferium_sickle, §eInferium Sickle
mysticalagriculture:inferium_scythe, §eInferium Scythe
mysticalagriculture:inferium_fishing_rod, §eInferium Fishing Rod
mysticalagriculture:prudentium_sword, §aPrudentium Sword
mysticalagriculture:prudentium_pickaxe, §aPrudentium Pickaxe
mysticalagriculture:prudentium_shovel, §aPrudentium Shovel
mysticalagriculture:prudentium_axe, §aPrudentium Axe
mysticalagriculture:prudentium_hoe, §aPrudentium Hoe
mysticalagriculture:prudentium_shears, §aPrudentium Shears
mysticalagriculture:prudentium_bow, §aPrudentium Bow
mysticalagriculture:prudentium_sickle, §aPrudentium Sickle
mysticalagriculture:prudentium_scythe, §aPrudentium Scythe
mysticalagriculture:prudentium_fishing_rod, §aPrudentium Fishing Rod
mysticalagriculture:intermedium_sword, §6Intermedium Sword
mysticalagriculture:intermedium_pickaxe, §6Intermedium Pickaxe
mysticalagriculture:intermedium_shovel, §6Intermedium Shovel
mysticalagriculture:intermedium_axe, §6Intermedium Axe
mysticalagriculture:intermedium_hoe, §6Intermedium Hoe
mysticalagriculture:intermedium_shears, §6Intermedium Shears
mysticalagriculture:intermedium_bow, §6Intermedium Bow
mysticalagriculture:intermedium_sickle, §6Intermedium Sickle
mysticalagriculture:intermedium_scythe, §6Intermedium Scythe
mysticalagriculture:intermedium_fishing_rod, §6Intermedium Fishing Rod
mysticalagriculture:superium_sword, §bSuperium Sword
mysticalagriculture:superium_pickaxe, §bSuperium Pickaxe
mysticalagriculture:superium_shovel, §bSuperium Shovel
mysticalagriculture:superium_axe, §bSuperium Axe
mysticalagriculture:superium_hoe, §bSuperium Hoe
mysticalagriculture:superium_shears, §bSuperium Shears
mysticalagriculture:superium_bow, §bSuperium Bow
mysticalagriculture:superium_sickle, §bSuperium Sickle
mysticalagriculture:superium_scythe, §bSuperium Scythe
mysticalagriculture:superium_fishing_rod, §bSuperium Fishing Rod
mysticalagriculture:supremium_sword, §cSupremium Sword
mysticalagriculture:supremium_pickaxe, §cSupremium Pickaxe
mysticalagriculture:supremium_shovel, §cSupremium Shovel
mysticalagriculture:supremium_axe, §cSupremium Axe
mysticalagriculture:supremium_hoe, §cSupremium Hoe
mysticalagriculture:supremium_shears, §cSupremium Shears
mysticalagriculture:supremium_bow, §cSupremium Bow
mysticalagriculture:supremium_sickle, §cSupremium Sickle
mysticalagriculture:supremium_scythe, §cSupremium Scythe
mysticalagriculture:supremium_fishing_rod, §cSupremium Fishing Rod
mysticalagriculture:inferium_helmet, §eInferium Helmet
mysticalagriculture:inferium_chestplate, §eInferium Chestplate
mysticalagriculture:inferium_leggings, §eInferium Leggings
mysticalagriculture:inferium_boots, §eInferium Boots
mysticalagriculture:prudentium_helmet, §aPrudentium Helmet
mysticalagriculture:prudentium_chestplate, §aPrudentium Chestplate
mysticalagriculture:prudentium_leggings, §aPrudentium Leggings
mysticalagriculture:prudentium_boots, §aPrudentium Boots
mysticalagriculture:intermedium_helmet, §6Intermedium Helmet
mysticalagriculture:intermedium_chestplate, §6Intermedium Chestplate
mysticalagriculture:intermedium_leggings, §6Intermedium Leggings
mysticalagriculture:intermedium_boots, §6Intermedium Boots
mysticalagriculture:superium_helmet, §bSuperium Helmet
mysticalagriculture:superium_chestplate, §bSuperium Chestplate
mysticalagriculture:superium_leggings, §bSuperium Leggings
mysticalagriculture:superium_boots, §bSuperium Boots
mysticalagriculture:supremium_helmet, §cSupremium Helmet
mysticalagriculture:supremium_chestplate, §cSupremium Chestplate
mysticalagriculture:supremium_leggings, §cSupremium Leggings
mysticalagriculture:supremium_boots, §cSupremium Boots
mysticalagradditions:storage:0, §5Block of Insanium Essence
mysticalagradditions:storage:1, §5Block of Insanium
mysticalagradditions:storage:2, §5Block of Insanium Coal
mysticalagradditions:special:0, Nether Star Crux
mysticalagradditions:special:1, Dragon Egg Crux
mysticalagradditions:tinkering_table, Tinkering Table
mysticalagradditions:tier6_inferium_crop, Tier 6 Inferium Crop
mysticalagradditions:nether_star_crop, Nether Star Crop
mysticalagradditions:dragon_egg_crop, Dragon Egg Crop
mysticalagradditions:insanium:0, §5Insanium Essence
mysticalagradditions:insanium:1, Tier 6 Crafting Seed
mysticalagradditions:insanium:2, §5Insanium Ingot
mysticalagradditions:insanium:3, §5Insanium Nugget
mysticalagradditions:insanium:4, Tier 6 Mob Chunk
mysticalagradditions:insanium:5, §5Insanium Coal
mysticalagradditions:stuff:0, Nether Star Shard
mysticalagradditions:stuff:1, Withering Soul
mysticalagradditions:stuff:2, Dragon Egg Chunk
mysticalagradditions:stuff:3, Dragon Scale
mysticalagradditions:stuff:69, Creative Essence
mysticalagradditions:nether_star_essence, Nether Star Essence
mysticalagradditions:dragon_egg_essence, Dragon Egg Essence
mysticalagradditions:tier6_inferium_seeds, Inferium Seeds
mysticalagradditions:nether_star_seeds, Nether Star Seeds
mysticalagradditions:dragon_egg_seeds, Dragon Egg Seeds
mysticalagradditions:charm:0, Charm: Mining AOE
mysticalagradditions:inferium_paxel, §eInferium Paxel
mysticalagradditions:prudentium_paxel, §aPrudentium Paxel
mysticalagradditions:intermedium_paxel, §6Intermedium Paxel
mysticalagradditions:superium_paxel, §bSuperium Paxel
mysticalagradditions:supremium_paxel, §cSupremium Paxel
xreliquary:altar, tile.altar.name
xreliquary:apothecary_cauldron, tile.apothecary_cauldron.name
xreliquary:apothecary_mortar, tile.apothecary_mortar.name
xreliquary:fertile_lilypad, tile.fertile_lilypad.name
xreliquary:interdiction_torch, tile.interdiction_torch.name
xreliquary:wraith_node, tile.wraith_node.name
xreliquary:pedestal:0, Pedestal
xreliquary:pedestal:1, Pedestal
xreliquary:pedestal:2, Pedestal
xreliquary:pedestal:3, Pedestal
xreliquary:pedestal:4, Pedestal
xreliquary:pedestal:5, Pedestal
xreliquary:pedestal:6, Pedestal
xreliquary:pedestal:7, Pedestal
xreliquary:pedestal:8, Pedestal
xreliquary:pedestal:9, Pedestal
xreliquary:pedestal:10, Pedestal
xreliquary:pedestal:11, Pedestal
xreliquary:pedestal:12, Pedestal
xreliquary:pedestal:13, Pedestal
xreliquary:pedestal:14, Pedestal
xreliquary:pedestal:15, Pedestal
xreliquary:pedestal_passive:0, Pedestal (Display only)
xreliquary:pedestal_passive:1, Pedestal (Display only)
xreliquary:pedestal_passive:2, Pedestal (Display only)
xreliquary:pedestal_passive:3, Pedestal (Display only)
xreliquary:pedestal_passive:4, Pedestal (Display only)
xreliquary:pedestal_passive:5, Pedestal (Display only)
xreliquary:pedestal_passive:6, Pedestal (Display only)
xreliquary:pedestal_passive:7, Pedestal (Display only)
xreliquary:pedestal_passive:8, Pedestal (Display only)
xreliquary:pedestal_passive:9, Pedestal (Display only)
xreliquary:pedestal_passive:10, Pedestal (Display only)
xreliquary:pedestal_passive:11, Pedestal (Display only)
xreliquary:pedestal_passive:12, Pedestal (Display only)
xreliquary:pedestal_passive:13, Pedestal (Display only)
xreliquary:pedestal_passive:14, Pedestal (Display only)
xreliquary:pedestal_passive:15, Pedestal (Display only)
xreliquary:alkahestry_tome, item.alkahestry_tome.name
xreliquary:mob_ingredient:0, Rib Bone
xreliquary:mob_ingredient:1, Withered Rib
xreliquary:mob_ingredient:2, Chelicerae
xreliquary:mob_ingredient:3, Catalyzing Gland
xreliquary:mob_ingredient:4, Slime Pearl
xreliquary:mob_ingredient:5, Bat Wing
xreliquary:mob_ingredient:6, Zombie Heart
xreliquary:mob_ingredient:7, Molten Core
xreliquary:mob_ingredient:8, Eye of the Storm
xreliquary:mob_ingredient:9, Fertile Essence
xreliquary:mob_ingredient:10, Frozen Core
xreliquary:mob_ingredient:11, Nebulous Heart
xreliquary:mob_ingredient:12, Squid Beak
xreliquary:mob_ingredient:13, Infernal Claw
xreliquary:mob_ingredient:14, Kraken Shell Fragment
xreliquary:mob_ingredient:15, Crimson Cloth
xreliquary:mob_ingredient:16, Guardian Spike
xreliquary:mercy_cross, item.mercy_cross.name
xreliquary:angelheart_vial, item.angelheart_vial.name
xreliquary:angelic_feather, item.angelic_feather.name
xreliquary:destruction_catalyst, item.destruction_catalyst.name
xreliquary:emperor_chalice, item.emperor_chalice.name
xreliquary:ender_staff, item.ender_staff.name
xreliquary:fortune_coin, item.fortune_coin.name
xreliquary:glacial_staff, item.glacial_staff.name
xreliquary:glowing_bread, item.glowing_bread.name
xreliquary:glowing_water, item.glowing_water.name
xreliquary:harvest_rod, item.harvest_rod.name
xreliquary:mob_charm_fragment:0, §aZombie Charm Fragment
xreliquary:mob_charm_fragment:1, §aSkeleton Charm Fragment
xreliquary:mob_charm_fragment:2, §aWither Skeleton Charm Fragment
xreliquary:mob_charm_fragment:3, §aCreeper Charm Fragment
xreliquary:mob_charm_fragment:4, §aWitch Charm Fragment
xreliquary:mob_charm_fragment:5, §aZombie Pigman Charm Fragment
xreliquary:mob_charm_fragment:6, §aCave Spider Charm Fragment
xreliquary:mob_charm_fragment:7, §aSpider Charm Fragment
xreliquary:mob_charm_fragment:8, §aEnderman Charm Fragment
xreliquary:mob_charm_fragment:9, §aGhast Charm Fragment
xreliquary:mob_charm_fragment:10, §aSlime Charm Fragment
xreliquary:mob_charm_fragment:11, §aMagma Cube Charm Fragment
xreliquary:mob_charm_fragment:12, §aBlaze Charm Fragment
xreliquary:mob_charm_fragment:13, §aGuardian Charm Fragment
xreliquary:hero_medallion, item.hero_medallion.name
xreliquary:holy_hand_grenade, item.holy_hand_grenade.name
xreliquary:ice_magus_rod, item.ice_magus_rod.name
xreliquary:infernal_chalice, item.infernal_chalice.name
xreliquary:infernal_claws, item.infernal_claws.name
xreliquary:infernal_tear, item.infernal_tear.name
xreliquary:kraken_shell, item.kraken_shell.name
xreliquary:lantern_of_paranoia, item.lantern_of_paranoia.name
xreliquary:magicbane, item.magicbane.name
xreliquary:midas_touchstone, item.midas_touchstone.name
xreliquary:mob_charm:0, §aZombie Charm
xreliquary:mob_charm:0, §aSkeleton Charm
xreliquary:mob_charm:0, §aWither Skeleton Charm
xreliquary:mob_charm:0, §aCreeper Charm
xreliquary:mob_charm:0, §aWitch Charm
xreliquary:mob_charm:0, §aZombie Pigman Charm
xreliquary:mob_charm:0, §aCave Spider Charm
xreliquary:mob_charm:0, §aSpider Charm
xreliquary:mob_charm:0, §aEnderman Charm
xreliquary:mob_charm:0, §aGhast Charm
xreliquary:mob_charm:0, §aSlime Charm
xreliquary:mob_charm:0, §aMagma Cube Charm
xreliquary:mob_charm:0, §aBlaze Charm
xreliquary:mob_charm:0, §aGuardian Charm
xreliquary:mob_charm_belt, item.mob_charm_belt.name
xreliquary:phoenix_down, item.phoenix_down.name
xreliquary:pyromancer_staff, item.pyromancer_staff.name
xreliquary:rending_gale, item.rending_gale.name
xreliquary:rod_of_lyssa, item.rod_of_lyssa.name
xreliquary:salamander_eye, item.salamander_eye.name
xreliquary:serpent_staff, item.serpent_staff.name
xreliquary:shears_of_winter, item.shears_of_winter.name
xreliquary:sojourner_staff, item.sojourner_staff.name
xreliquary:twilight_cloak, item.twilight_cloak.name
xreliquary:void_tear, item.void_tear.name
xreliquary:witch_hat, item.witch_hat.name
xreliquary:witherless_rose, item.witherless_rose.name
xreliquary:bullet:0, Empty Casing
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:2, Exorcism Shot
xreliquary:bullet:3, Blaze Shot
xreliquary:bullet:4, Ender Shot
xreliquary:bullet:5, Concussive Shot
xreliquary:bullet:6, Buster Shot
xreliquary:bullet:7, Seeker Shot
xreliquary:bullet:8, Sand Shot
xreliquary:bullet:9, Storm Shot
xreliquary:magazine:0, Empty Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:2, Exorcism Magazine
xreliquary:magazine:3, Blaze Magazine
xreliquary:magazine:4, Ender Magazine
xreliquary:magazine:5, Concussive Magazine
xreliquary:magazine:6, Buster Magazine
xreliquary:magazine:7, Seeker Magazine
xreliquary:magazine:8, Sand Magazine
xreliquary:magazine:9, Storm Magazine
xreliquary:gun_part:0, Grip Assembly
xreliquary:gun_part:1, Barrel Assembly
xreliquary:gun_part:2, Hammer Assembly
xreliquary:handgun, item.handgun.name
xreliquary:attraction_potion, item.attraction_potion.name
xreliquary:fertile_potion, item.fertile_potion.name
xreliquary:potion:0, Condensed Potion Vial
xreliquary:tipped_arrow, Tipped Arrow
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
thaumictinkerer:funnel, Essentia Funnel
thaumictinkerer:dissimulation, Dissimulation Block
thaumictinkerer:transvector_interface, Transvector Interface
thaumictinkerer:transvector_dislocator, tile.thaumictinkerer:transvector_dislocator.name
thaumictinkerer:repairer, Thaumic Restorer
thaumictinkerer:magnet, Kinetic Attractor
thaumictinkerer:mob_magnet, Corporeal Attractor
thaumictinkerer:osmotic_enchanter, Osmotic Enchanter
thaumictinkerer:black_quartz_block, Black Quartz Block
thaumictinkerer:share_book, Tome of Knowledge Sharing
thaumictinkerer:cleaning_talisman, Talisman of Remedium
thaumictinkerer:black_quartz, Smokey Quartz
thaumictinkerer:connector, Transvector Binder
thaumictinkerer:soul_mould, item.thaumictinkerer:soul_mould.name
thaumictinkerer:energetic_nitor, Energetic Nitor
thaumictinkerer:form_revealer, Multiblock Visualizer
wct:wct, Wireless Crafting Terminal
wct:wct_creative, Creative Wireless Crafting Terminal
wct:magnet_card, Magnet Card
astralsorcery:itemcraftingcomponent:0, Aquamarine
astralsorcery:itemcraftingcomponent:1, Starmetal Ingot
astralsorcery:itemcraftingcomponent:2, Stardust
astralsorcery:itemcraftingcomponent:3, Glass Lens
astralsorcery:itemcraftingcomponent:4, Resonating Gem
astralsorcery:itemcraftingcomponent:5, Parchment
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:iteminfusedglass, Infused Glass
astralsorcery:itemrockcrystalsimple:0, Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemcelestialcrystal:0, Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemjournal, Astral Tome
astralsorcery:itemhandtelescope, Looking Glass
astralsorcery:itemlinkingtool, Linking Tool
astralsorcery:itemwand, Resonating Wand
astralsorcery:itemsextant, Sextant
astralsorcery:itemilluminationwand, Illumination Wand
astralsorcery:itemcoloredlens:0, Colored Lens
astralsorcery:itemcoloredlens:1, Colored Lens
astralsorcery:itemcoloredlens:2, Colored Lens
astralsorcery:itemcoloredlens:3, Colored Lens
astralsorcery:itemcoloredlens:4, Colored Lens
astralsorcery:itemcoloredlens:5, Colored Lens
astralsorcery:itemcoloredlens:6, Colored Lens
astralsorcery:itemskyresonator, Fosic Resonator
astralsorcery:itemshiftingstar, Shifting Star
astralsorcery:itemarchitectwand, Formation Wand
astralsorcery:itemexchangewand, Conversion Wand
astralsorcery:itemgrapplewand, Impulsion Wand
astralsorcery:itemusabledust:0, Illumination Powder
astralsorcery:itemusabledust:1, Nocturnal Powder
astralsorcery:itemknowledgeshare, Scroll of Written Expertise
astralsorcery:itemperkseal, Sealing Sigil
astralsorcery:itemknowledgefragment, Lucent Scroll
astralsorcery:itemfragmentcapsule, Shining Casing
astralsorcery:itemperkgem:0, Ourium Gem
astralsorcery:itemperkgem:1, Ilium Gem
astralsorcery:itemperkgem:2, Fengarum Gem
astralsorcery:itemcrystalpickaxe, Crystal Pickaxe
astralsorcery:itemcrystalshovel, Crystal Shovel
astralsorcery:itemcrystalaxe, Crystal Axe
astralsorcery:itemcrystalsword, Crystal Sword
astralsorcery:itemchargedcrystalaxe, Infused Crystal Axe
astralsorcery:itemchargedcrystalsword, Infused Crystal Sword
astralsorcery:itemchargedcrystalpickaxe, Infused Crystal Pickaxe
astralsorcery:itemchargedcrystalshovel, Infused Crystal Shovel
astralsorcery:itemcape, Mantle of Stars
astralsorcery:itemenchantmentamulet, Resplendent Prism
astralsorcery:blockmarblestairs, Marble Stairs
astralsorcery:blockflarelight, Volatile Flare
astralsorcery:blockvanishing, tile.blockvanishing.name
astralsorcery:blockchalice, Containment Chalice
astralsorcery:blockbore, Evershifting Fountain
astralsorcery:blockattunementaltar, Attunement Altar
astralsorcery:blockattunementrelay, Spectral Relay
astralsorcery:blockwell, Lightwell
astralsorcery:blockworldilluminator, Cave Illuminator
astralsorcery:blockfaketree, 
astralsorcery:blockstarlightinfuser, Starlight Infuser
astralsorcery:blockrituallink, Ritual Anchor
astralsorcery:blockportalnode, 
astralsorcery:blocktreebeacon, Tree Beacon
astralsorcery:blocktranslucentblock, Translucent Block
astralsorcery:blockmapdrawingtable, Stellar Refraction Table
astralsorcery:blockcelestialgateway, Celestial Gateway
astralsorcery:blockobservatory, Observatory
astralsorcery:blocklens, Lens
astralsorcery:blockprism, PrismLens
astralsorcery:blockmarbleslab:0, Marble Slab
astralsorcery:blockcustomore:0, Rock Crystal Ore
astralsorcery:blockcustomore:1, Starmetal Ore
astralsorcery:blockcustomsandore:0, Aquamarine Shale
astralsorcery:blockcustomflower:0, Faint Amaranth
astralsorcery:blockmarble:0, Marble
astralsorcery:blockmarble:1, Marble Bricks
astralsorcery:blockmarble:2, Marble Pillar
astralsorcery:blockmarble:3, Marble Arch
astralsorcery:blockmarble:4, Chiseled Marble
astralsorcery:blockmarble:5, Engraved Marble
astralsorcery:blockmarble:6, Runed Marble
astralsorcery:blockblackmarble:0, Sooty Marble
astralsorcery:blockblackmarble:1, Sooty Marble Bricks
astralsorcery:blockblackmarble:2, Sooty Marble Pillar
astralsorcery:blockblackmarble:3, Sooty Marble Arch
astralsorcery:blockblackmarble:4, Chiseled Sooty Marble
astralsorcery:blockblackmarble:5, Engraved Sooty Marble
astralsorcery:blockblackmarble:6, Runed Sooty Marble
astralsorcery:blockinfusedwood:0, Infused Wood
astralsorcery:blockinfusedwood:1, Infused Wood Planks
astralsorcery:blockinfusedwood:2, Infused Wood Column
astralsorcery:blockinfusedwood:3, Infused Wood Arch
astralsorcery:blockinfusedwood:4, Engraved Infused Wood
astralsorcery:blockinfusedwood:5, Enriched Infused Wood
astralsorcery:blockinfusedwood:6, Vibrant Infused Wood
astralsorcery:blockborehead:0, Neromantic Prime
astralsorcery:blockborehead:1, Fysallidic Prime
astralsorcery:blockmachine:0, Telescope
astralsorcery:blockmachine:1, Grindstone
astralsorcery:blockcelestialcrystals:0, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:1, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:2, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:3, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:4, Celestial Crystal Cluster
astralsorcery:blockgemcrystals:0, Gem Crystal Cluster
astralsorcery:blockgemcrystals:1, Gem Crystal Cluster
astralsorcery:blockgemcrystals:2, Gem Crystal Cluster
astralsorcery:blockgemcrystals:3, Gem Crystal Cluster
astralsorcery:blockgemcrystals:4, Gem Crystal Cluster
astralsorcery:blockstructural:0, Telescope
astralsorcery:blockritualpedestal, Ritual Pedestal
astralsorcery:blockaltar:0, Luminous Crafting Table
astralsorcery:blockaltar:1, Starlight Crafting Altar
astralsorcery:blockaltar:2, Celestial Altar
astralsorcery:blockaltar:3, Iridescent Altar
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
cyclicmagic:nether_redstone_ore, Nether Redstone Ore
cyclicmagic:nether_iron_ore, Nether Iron Ore
cyclicmagic:nether_gold_ore, Nether Gold Ore
cyclicmagic:nether_coal_ore, Nether Coal Ore
cyclicmagic:nether_lapis_ore, Nether Lapis Ore
cyclicmagic:nether_emerald_ore, Nether Emerald Ore
cyclicmagic:nether_diamond_ore, Nether Diamond Ore
cyclicmagic:end_redstone_ore, End Redstone Ore
